[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 148, 41, 5000, 5000, 5000, 5000, 5000, 5000, 30, 40, 5000, 5000, 5000, 5000, 1, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 149, 41, 5000, 5000, 5000, 5000, 5000, 5000, 31, 41, 5000, 5000, 5000, 5000, 2, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 149, 42, 5000, 5000, 5000, 5000, 5000, 5000, 28, 41, 5000, 5000, 5000, 5000, 3, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 149, 41, 5000, 5000, 5000, 5000, 5000, 5000, 31, 41, 5000, 5000, 5000, 5000, 4, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 148, 41, 5000, 5000, 5000, 5000, 5000, 5000, 30, 40, 5000, 5000, 5000, 5000, 5, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 148, 41, 5000, 5000, 5000, 5000, 5000, 5000, 30, 40, 5000, 5000, 5000, 5000, 6, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 148, 41, 5000, 5000, 5000, 5000, 5000, 5000, 30, 40, 5000, 5000, 5000, 5000, 7, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 148, 41, 5000, 5000, 5000, 5000, 5000, 5000, 30, 40, 5000, 5000, 5000, 5000, 8, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 148, 41, 5000, 5000, 5000, 5000, 5000, 5000, 30, 40, 5000, 5000, 5000, 5000, 9, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 148, 41, 5000, 5000, 5000, 5000, 5000, 5000, 30, 40, 5000, 5000, 5000, 5000, 10, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 148, 41, 5000, 5000, 5000, 5000, 5000, 5000, 30, 40, 5000, 5000, 5000, 5000, 11, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 148, 41, 5000, 5000, 5000, 5000, 5000, 5000, 30, 40, 5000, 5000, 5000, 5000, 12, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 148, 41, 5000, 5000, 5000, 5000, 5000, 5000, 31, 40, 5000, 5000, 5000, 5000, 13, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 148, 41, 5000, 5000, 5000, 5000, 5000, 5000, 30, 40, 5000, 5000, 5000, 5000, 14, 0]
