[5000, 5000, 579, -2, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 551, -276, 422, -273, 5000, 5000, 1, 0]
[5000, 5000, 580, -1, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 552, -278, 423, -276, 5000, 5000, 2, 0]
[5000, 5000, 584, -1, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 555, -280, 425, -277, 5000, 5000, 3, 0]
[5000, 5000, 579, -2, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 552, -275, 421, -272, 5000, 5000, 4, 0]
[5000, 5000, 579, -2, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 552, -276, 422, -273, 5000, 5000, 5, 0]
[5000, 5000, 579, -2, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 551, -276, 422, -273, 5000, 5000, 6, 0]
[5000, 5000, 579, -2, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 552, -276, 422, -273, 5000, 5000, 7, 0]
[5000, 5000, 579, -2, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 551, -276, 422, -273, 5000, 5000, 8, 0]
[5000, 5000, 604, -5, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 1, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 420, -269, 5000, 5000, 2, 0]
[5000, 5000, 573, -1, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 408, -258, 5000, 5000, 3, 0]
[5000, 5000, 531, 0, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 522, 2, 5000, 5000, 5000, 5000, 379, -231, 5000, 5000, 4, 0]
[5000, 5000, 498, 0, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 485, -209, 354, -206, 5000, 5000, 5, 0]
[5000, 5000, 441, 2, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 437, 3, 5000, 5000, 439, -165, 310, -160, 5000, 5000, 6, 0]
[5000, 5000, 382, 2, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 392, -117, 262, -114, 5000, 5000, 7, 0]
[5000, 5000, 338, 5, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 334, 6, 5000, 5000, 356, -80, 227, -77, 5000, 5000, 8, 0]
[5000, 5000, 270, 7, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 265, 9, 5000, 5000, 300, -25, 170, -19, 5000, 5000, 9, 0]
[5000, 5000, 222, 9, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 220, 12, 5000, 5000, 262, 13, 132, 17, 5000, 5000, 10, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 280, 27, 253, 25, 5000, 5000, 11, 0]
[5000, 5000, 125, 12, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 251, 28, 60, 34, 5000, 5000, 12, 0]
[5000, 5000, 107, 12, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 241, 28, 48, 35, 5000, 5000, 13, 0]
[5000, 5000, 87, 14, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 86, 16, 5000, 5000, 234, 27, 238, 158, 5000, 5000, 14, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 298, 29, 238, 157, 5000, 5000, 15, 0]
[5000, 5000, 607, -9, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 16, 0]
[5000, 5000, 33, 272, 5000, 5000, 5000, 5000, 5000, 5000, 191, -25, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 10, 33, 5000, 5000, 5000, 5000, 3, 0]
[5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 5000, 4, 0]
